ip_location,content
江苏,妈的后悔生娃啦！
重庆,孩子用来修复自己的童年吧
河北,用？？？
江苏,要是你们父母也这么想，根本没你什么事，中国人讲究的传承延续。
IP未知,生小孩就是，回忆➕体验完整的一生
广东,只能怪自己当初不懂事，不会想，恋爱脑
西藏,人间清醒[泣不成声]
上海,有个宝宝很开心呀，我是妈妈，他是爸爸，小桃是宝宝
北京,首先得有精力和经济，别的都别扯。
内蒙古,五个月[害羞]
江苏,为什么现在的人去做一件事情之前都要问有什么用呢，好像必须得到相应的好处才去做。结婚问有什么好处，生孩子问有什么好处，其实很多事情没有标准答案，需要你自己去感受。人生本来就是用来体验的，酸甜苦辣都是生活[比心]
广东,这是动物本能好不好[尬笑] 说这么多有什么用
湖北,q qa
陕西,什么叫人生，生一个人[捂脸]
福建,我当过小孩 生小孩是门技术活。一个环境长大的孩子性格也不一样 像我这么孝顺的 我感觉可以生一个玩
IP未知,每个人，每个家庭都不一样，各有各的活法，不要去下定义，干涉他人的思想。
广东,"反正我又不结婚姐妹们中午吃什么呀[色]"
江苏,我的女儿她不结婚也可以的，只要它能过好自己就行，我和老公已经在给她存钱了，一部分她的，还有一部分我们的养老钱，我爸妈也有他们的养老钱，我叫他们吃好喝好，不用管我们。
甘肃,这一定是南方老太太[呲牙]
广西,可是我妈妈说女人的任务就是生小孩[流泪] 没有小孩的人生是不完美的[流泪]
河南,不知道别人，我生了不后悔，但是我不想再生了[吐舌]
河北,[捂脸]
广西,支持[送心]
广东,等下那些娶不到老婆的又得对着老太太打拳，干嘛放人家脸出来[捂脸][捂脸]
山西,照你这样说，没几年中国就没人了，你结婚不生，你孩子不生，岂不是马上就没人了
山东,没啥用吧[捂脸]就跟结婚一样，没结的想结，结了又觉得是枷锁，生孩子比结婚还厉害，这个枷锁一旦带上永远摘不下来
山东,哪那么多观点？愿意生的就多生，不爱生的就不生
浙江,可爱就够了
四川,抄下来，写在留给孩子的记录本上
湖北,生孩子没什么好处，但是不后悔
江苏,大家都在拔苗助长 唉 我不想 也没用
辽宁,累并幸福着
四川,我父母就是这样的父母，是世界上最好的父母！
广东,所以我的四个孩子我都在散养状态[呲牙][呲牙]
江苏,[呲牙]
广东,男士们有了孩子后对老婆是什么感觉呢？情感上有没有变化呢？
江苏,马上要结婚了 我们都没有要孩子的打算  [绝望的凝视]
广东,首先要有经济基础，不然生孩子只会让你每天让你反思:好好的为什么要生孩子
内蒙古,转发给我妈[看]看
上海,上海老人还是很开明的
四川,希望他开开心心
河北,生小孩能把你气死气死气死[流泪]现在辅导作业的我，还有谁！
云南,她让我觉得人间值得，她让我懂得了生命的意义。
云南,孩子因我们而来 却不是为我们而来！
新疆,这个答案很真实  真实到听了你的这段话能流出眼泪
云南,我生孩子不是让他以后回报我什么，而是觉得生命的传承很有意义
辽宁,他只要一笑那简直就是葡萄糖，兴奋剂。一点不夸张，不过有得必有失，自由差了点，出去嘚瑟少了点。不过好像也没有太大影响，毕竟无用社交还不如在家玩游戏！
山东,这是生命的延续，无关其他
辽宁,累但是快乐极了
内蒙古,把没用说的如此得体[尬笑]
陕西,孩子是在平淡的生活中的一种乐趣
天津,没有孩子前，特别烦小孩子。我媳妇都说看见小孩儿都想兜一脚。生完孩子，一切都变了，生命变得不同。一切美好的事物体验都有个新鲜感的期限，陪孩子成长的每一秒都新鲜的，多姿多彩的！我总拿未育前的事儿嘲笑我媳妇，她说谁没年轻过呢？也对！
安徽,有用，可以治愈你，可以陪伴你
广东,见证一个生命从诞生到成长的过程，我尽我的努力，他尽情享受成长过程的快乐就好[玫瑰]
内蒙古,没生过小孩儿，但是以过来人身份告诉你生孩子没用，like me[看]吃你的花你的占用你的时间精力还气你。
山东,给生活增加了很多的乐子[看]
安徽,有了孩子以后，才觉得生活更加有奔头， 把他变成学习搭子，饭搭子跟旅游搭子，无限美好[呲牙]
河北,没用，都是老一辈从小灌输给我们的思想，必须结婚，必须生小孩，必须身心力竭的养，必须给买车买房娶媳妇？长大了才仔细想过，到底活着有什么意思，孩子们也不一定想来这个世界，完全失去自我，整的我现在觉得如果孩子长大离开了我，我就一点用没有了
甘肃,可有的父母并不这样想，孩子的孩子都快长大了，还要掌控，干预，插手…有没有老公快四十了还是妈宝男的[发怒]
浙江,有没有用重要吗
山西,让你明白了什么是爱
四川,儿孙自有儿孙福，没有儿孙我享福[泪奔]
上海,江浙沪人民的整体素质就是不一样
上海,我就想问怎么得到这个图？
陕西,当你发现两个和你长的越来越像的崽，你会发自内心的有一种成就感
北京,你说这么多又有什么用呢？这些都是生完小孩之后才能体会出的事情
甘肃,想哭...
辽宁,说得真好[赞]
北京,可能是生命的延续吧
甘肃,[感谢][送心]希望你永远健康快乐 足矣
北京,我们和日韩不一样，日韩不倦真能饿死人。咱们的粮食储备和国土资源完全够用
广东,这就是力量的源泉。
浙江,“拔！”
重庆,我很幸福，但是我不快乐
宁夏,不太理解说不喜欢小孩的自己怎么活到现在的[偷笑]不应该在肚子里就被打掉吗[舔屏]
陕西,那两个住院的老干部。该说不说应该也有钱。[捂脸][捂脸][捂脸]怎么还可怜
广东,那没钱的怎么办？在外面躺死[捂脸]
河南,有💰五星级宾馆就是咱们养老院[灵机一动]
重庆,我可太爱她了 我的生活搭子[害羞]
广东,95年，已经两个孩子了，生活很开心[玫瑰]
广东,很赞同这句做父母是一场心胸和智慧的远行
广东,学会退出才是难 但必须得经历[泣不成声]
IP未知,为了丰富自己吧
内蒙古,我觉得没啥意思[泪奔]
河北,我儿子四周岁了。一天看不见他就想的不行。即使在淘气我也爱他。因为他是我的宝贝呀。是我的精神支柱。
山东,如果生下来的要继承自己的忙碌劳累恐慌无自由，那么不生也是一种善良
广东,就因为，这世界值得
安徽,为什么不能下载
天津,可是这世界并不美好
四川,不结婚不生娃漫长的人生会很孤独和无聊。结了婚生了娃就有了盼头，怎么还不死
北京,除了娱乐没啥用。
江苏,当你走了，他她是你活过，来到过这世界的证明，是你生命的延续
浙江,我的全部[抱抱你]
广东,没有用，孩子不是工具，不是利用者。所有没有用。只是一种哺乳动物天生本能，是一种自然界发生的事情。
陕西,能打酱油
四川,儿孙自有儿孙福，没有儿孙我享福
四川,多挣钱，有儿有女，无儿无女都生活的很好
浙江,我见爸爸的最后一次 也是他的背影 渐行渐远
江苏,和养狗差不多，不指望他有回报只享受当下汪汪叫和摸摸头
河北,一声妈妈，一生责任，一世牵挂。
河南,两个感情在好的人，家里有个小孩活蹦乱跳，哭哭闹闹，才是真正意义的家，除非非常排斥小孩的家庭
上海,主打一个可爱[比心]
北京,与他同行一段，这话真美[爱心]
山东,生孩子是因为我喜欢孩子啊
山东,印度人民加油干，世界人民吃饱饭
北京,别在那没用，你现在有思想觉得没用，你父母呢，他们觉得生你有用了？
北京,孩子十个月 看完了 划走了～～～
四川,孩子的微笑是我觉得这世上最治愈的良药
山东,自从有了女儿后我就是这个想法，我的女儿只要开开心心的做自己就行了，健康就行
河南,[赞][赞][赞][赞][强][强][强][强][赞]
广东,不生孩子咱两以后去养老院待着享福[微笑袋鼠]
山西,有了孩子后 我不孤独了 觉得有一个人怎么样都不会离开你 就好幸福[泣不成声]
浙江,气自己
四川,生小孩希望自己又个家
江苏,"我们为什么要生孩子
在三四十岁的某一天，你会突然发现，生命中最好的事，都已经发生过了，剩下的只是重复和老去，一年年，一天天。
而孩子会冲走重复，让生活重新变得未知。 Ta让你烦恼，让你牵挂，让你欢喜，让你惊讶，让你再经历一次童年，让你明白当年父母的心境，让你有理由买曾经求而不得的玩具，让你在痛苦时坚强，在危机中冷静，让你看到童年时的自己，看到他的勇敢，他的好奇，他的局促，他的不安，从而更好的理解自己，接受自己。
父母养育了孩子，孩子也陪伴了父母，父母和孩子滋养了彼此，也成就了彼此。在飞逝的时光中，他让未来有所期待。"
湖北,为了传承，基因和文化，有延续下去的“东西”就行
贵州,就是因为我想要成为母亲 我想有一个像我脸庞  动作表情也能看出我影子的小孩 我想去好好爱他 我就想好好珍惜能和他在一起同行日子 为什么要想生孩子有什么用？ 在生孩子的时候难道就想我要生孩子来有什么用吗？又不是买东西 说买来有什么用那些
北京,孩子给了我从未有过的幸福感。虽然很累 但真的很幸福
广东,别人的我不知道，我只知道我爸妈生我出来，感觉他们更累了。省吃俭用供我读书，读完书出来又跟着我一起焦虑找工作，找到工作又得担心我买不起房找不到老婆，唉:-([流泪][流泪][流泪]
陕西,有一天中午宝宝三点才睡着，睡到了六点，晚上十点了不睡觉一直嚷嚷着下楼玩[笑哭]楼下确实还有很多小朋友，于是就带她下楼了，看到烤肉真的好想和她一起去吃，可又怕她吃了积食[笑哭]什么时候可以做我的饭搭子呢[送心]
广东,有毛用，生一堆韭菜
湖南,感觉自己还是挺贫瘠的，所以想去尝试一下，自己没有的童年
IP未知,那你一级咋不克丁？
江西,这文案不错
陕西,是无聊世界里的一道光
云南,你就可以有饭搭子了呀，你陪她 她陪你 ！生孩子比结婚好多了 婚后老公会变 会没有时间。有个小孩陪自己别提多好了[色][色]
河南,生小孩就是看一下自己一个人能有多么强大
山东,孩子的意义就是给自己的人生找到意义吧
云南,各位二胎父亲，给我点意见，工作不稳定老大一岁2个月，今天媳妇告诉我又怀了，我是想要，可是现在工资低又不稳定，考虑现实又不想要，谁能告诉我该怎么办[流泪]
辽宁,当韭菜
安徽,这个问题就是有问题
江苏,屋里开着空调，窗外阳光明媚，他安安静静地在我怀里睡着了。也许他不会记得这几年发生的点点滴滴，但是我传递给他稳定温暖的情绪会是他的铠甲，陪伴他一生
山东,陪我度过这无聊的人生啊[呲牙]没有他，我一个平凡的不能再平凡，没有什么特长也没有什么优势，也不喜欢到处探索的人，生活很无趣哎[呲牙]
辽宁,简单的生理本能 你要站在本能上面观察是 添丁进口赚钱养家  要安在现在社会就是….那个…嗯嗯
福建,没什么用啊！但我就是爱她啊！不用她养老啊！只要她健健康康平平安安开开心心就好了
安徽,让她幸福
江苏,生命的延续？
重庆,到目前为止都在消耗我 可是我好爱她 我离不开她 她就是我的全部
江苏,把孩子放祖宗一样供在脑袋上，是养孩子没用的第一步
江西,三孩父亲，你们有没有什么想问的[不失礼貌的微笑]
湖南,生个孩子就是看看自己小时候的奇葩样子[呲牙]，谁不想拥有美好的童年呢。
北京,我最钦佩的就是，二三十年的无微不至的照顾，最后换来的是舍弃毫无关系，真的是谢了，谁的伟大发明[比心]
广东,有了孩子 孩子就是我的一切 然后自己把一切都给了孩子，然后有孩子也发现自己老公是多么可恶，家婆多恶心
河南,为了一声妈妈
陕西,"我来告诉你生孩子有什么用？首先当你问出这个问题是你的思想已经出现了偏差，孩子是爱情的结晶，家庭的桥梁。再者，孩子是一个人一个独立的人，我们要给予她足够的尊重，你可以回想一下你在孩童时期有没有过想赶紧长大脱离家里？为什么会有这种想法，无外乎家里人给的尊重不够，对你的期许太高导致你压力过大。在我看来我的孩子只要开心快乐身体健康就足够了，我本就是一个普通人，为什么要去要求我的孩子要出类拔萃，有期许是好的但不要变成孩子的负担。
再下来说说我自己，我脾气不好。我女儿出生我最大的改变是对自己情绪的自控能力变强了，能站在别人的角度考虑问题了，跟我媳妇的矛盾少了，自己也变得更努力了。孩子是上天的恩赐，也是一个家庭无价的财富，是对自我的一场救赎，最起码在我看来是这样的。"
广东,不求孩子完美，不用替我争脸，更不用帮我养老。只要这个生命健康存在，在这个美丽的世界上走一遍，让我有机会与他同行一段……足矣。
河南,你想生就生咯，谁管你[惊恐]
浙江,我妈说生孩子是女人责任
广东,奶奶说话直接了当，说的是事实在理，现实社会就是这样子的。
福建,以后我俩女儿不结婚我也不逼、不生孩子我也不逼[奸笑] 爱咋滴 咋滴 怎么开心 怎么来[捂脸]
江苏,给红利用
浙江,有了孩子后，明明天天在一起，晚上和奶奶睡没在我身边的时候，我看她照片都能看半小时，不停回忆成长的时刻，太爱她了，每天亲她说爱她，她也会积极回应我，很感恩拥有她
陕西,生了才知道 童年可以弥补
湖南,没用，我就是这个没用的小孩。爸妈眼里没用的小孩。
IP未知,证明自己和老公有生育能力[打脸]
天津,我觉得孩子是 我活着得一种感觉
湖北,幸福[感谢]
浙江,你有本事去采访我奶奶吗？[看]
浙江,总之还是那句话，有钱有人照顾孩子，谁不生，谁不传宗接代？普通人和穷人，根本条件不允许啊，搭上一辈子，活的累的和狗一样
湖北,说白了不想生孩子还是钱没有足够多[看]
辽宁,我儿子一个月的时候没这么多感触 现在儿子十个月了 感觉发生大大的不同 而且现在看到别人家的孩子也特别喜欢 以前天天不回家 现在就不一样了 有牵挂了 [捂脸]
广东,我接受不了
云南,咋说呢[泪奔]
云南,治愈一切
四川,我觉得生孩子的意义在于让我对人生的体验更丰富更浓厚了一些。以前爱玩，但到了某个年龄，突然觉得一些东西变得没有那么有吸引力了，感觉那些快乐就像一页纸片，很平面而单调，反而在小孩一天天的成长中，体验到了生命的神奇，责任使我更加成熟稳重，也让我的人生更加丰富、厚重和完整。我的人生不仅有风花雪月的浪漫、浪迹天涯的豪情，还对世界有所创造，引领生命成长，这一路上的喜怒哀乐是多么有价值啊，我的人生也多维立体了起来。
江西,根据我三十年为人子女的经验来看，生孩子没啥用
北京,无忧，无虑，无病，无灾。
湖北,一个女儿，我很爱她，很开心她能来到这个世界，也愿意付出更多的好，但如果让我重新选择，我不想要孩子了
北京,当然有用了，生孩子他会气死你会淘气会一天到晚的哭来让你抑郁会各种挑食会经常生病，还有最重要的一条会让你返老还童：就是让你少活几十年
陕西,不想生的就不生呗 他们体会不到那种老婆孩子热炕头的幸福感  当然有娃的也体会不到人家的潇洒感
贵州,如果夫妻之间感情极好 那孩子就是锦上上添花
安徽,从来没爱过，包括父母，因为他们也不爱我，孩子目前听上去爱不起来，男朋友谈了4年也爱不起来，我自己丧失了爱人的能力
安徽,好听的嘞，儿子女儿都在外国，到死也没人照顾。
河北,会享受
广东,重点是有钱养老，所以底气足
黑龙江,开心平安就好了 其余都是锦上添花
河南,有了一个儿子  现在又来了个   在纠结要不要留下这个孩子   感觉两个孩子我们负担会大一点[流泪]
北京,只是想和那么爱我的老公，有个我们的孩子，我很感谢宝贝选我们做你的父母，我们会尽我们最大努力，给你最好的生活，给你最好的爱，带你看祖国看世界，我只希望我的孩子健康平安就好，待人待物善良，有正确的价值观人生观世界观，爸爸妈妈很爱你
湖南,生小孩有什么用，就跟读大学有什么用一个道理
上海,这个是城里老太太
广东,孩子生出来有没有用，我自己当了这么多年孩子，还不知道吗？[尬笑]
四川,转发给我妈
青海,怀孕的时候感觉一点也爱不起来甚至想三个月丢给婆婆去上班 现在感觉宝宝离开我视线几分钟我都好想他 他每天都在治愈我现在就是我的小挂件
天津,大概就是你养育她，她治愈你，互相依赖
山东,爱生就不生，不生就不生，别满世界宣扬你的不爱生理论，搞的自己活的多明白似的。
安徽,所以，我听到一半，也没有听明白，还是回到最初的问题，生小孩为什么
河南,有快乐也有烦恼
山东,如果生孩子为了养儿防老那就别生了，没卵用，你只会天天受气，如果是为了给家庭增加新生机可以生
安徽,我儿子[流泪]
广东,有个非常有深度的问题说的是，请仔细思考你觉得人生的意义是什么？有一个回答是这么说的，人生的意义是你赋予的意义。
辽宁,我天天这样给我对象洗脑
北京,奶奶人间清醒.
河南,来这世上走一遭  为了自己而活
江苏,为什么要有用呢，他开开心心的投奔我而来，我把他养大，可能给不了他多富裕的生活，但是我不会给他有多大的压力，我只要他开开心心的健健康康的长大养老吗不需要，他有他的人生我有我的人生，我只是把他带到这个世界上，教他三观教他怎么去面对世界
江苏,啊为什么要讨论有没有用啊[绝望的凝视]孩子就是爱情的结晶啊 喜欢孩子所以生啊
北京,有了宝宝以后才知道是一件多幸福的事啊 宝宝就是来这世上救赎我的 给予我最大的希望、动力和欢乐
江苏,我儿子三岁半，三月份在公园玩突然病理性骨折，查出来是罕见病，低碱性磷酸酶症，他遗传了我和我老婆两个人各自基因中的缺陷，到现在四个月了，还是没能恢复正常行走，恢复很慢，将来基本告别大运动，医生说要治病得去海南，一年得百来万费用，得治两三年，而这仅仅只是改善，治不痊愈，这么庞大的数字对我来说就是不可能支付的，很愁，现在白天上班，下了班晚上跑滴滴，看不到后面的路，我只希望我的小逸逸能健康快乐成长，其他别无要求。
广东,我认为和吃饭有没有用是同一类型的问题
四川,反正我爱他们
重庆,可我有了她，我好爱她
上海,等他大了，把他资产赚够！不要活我这样的生活了。不要这么累，做自己喜欢的事！
上海,生孩子可以让世界上多了一个我爱的人和爱我的人
四川,有儿子以后，感觉生命更加圆满一些了。
安徽,不能一概定论，医院里没孩子的太可怜了，有孩子在身边还是很好的。
安徽,这老婆咋不盼着人的好呢[呆无辜]，让他把孙子送出去呗
广东,爱你奶奶[比心][比心][比心][比心]
河南,要用孩子的都没用，不想用孩子的都有用。
北京,真好，谢谢你
云南,以前没孩子的时候，觉得孩子好麻烦，还好可怕，整天除了哭，好像就不会别的，以前真的很讨厌小孩，但是直到自己生了以后，她小小软软的身体依偎着你的时候，真的觉得那是世界上最美好的瞬间，以前看到我朋友出来玩还要带着小孩，真的各种嫌弃，后来自己生了以后，出去玩的时候挂心的都是孩子，才知道不是孩子离不开我，而是我离不开孩子
江西,前几天我外婆去世了，看见两个舅舅操办丧事。我觉得子女多真的很好，还有儿子也要多[捂脸]跟老公说赶紧三胎我们再生个儿子
浙江,谁能告诉我怎么怀孕，不像书上说的那么简单啊[泣不成声]
湖南,生小孩不就是拿来玩的吗[捂脸]
安徽,生之前觉得是完成任务，生完觉得谁都在跟我抢孩子[捂脸]
江苏,不要讲生孩子有没有用，经济决定你孩子有没有用。越偏远地区觉得就越要生、越富裕家庭越要生。生育率图谱早就有了答案
陕西,我们普通人父母，其实最怕的，是我们带他们来，却没教好他们生活！
湖南,他父母，我父母就是这样，年轻时不懂，随年龄增长我突然明白，第一步成长就是经济独立起来，独立起来经济和感情这个过程确实很辛苦，我们走过来后，发现婚后一切鸡毛没啥大不了[鼓掌][鼓掌]我们不惶恐父母老去，因为我们可以共同携手承担上有老，下有小
新疆,太爱了
湖北,生孩子 给我当保姆
湖南,我爸爸之是把我当提款机
天津,爱他，为了与童年那个不被重视的自己和解，好像重新参与了曾经那个无能为力的童年，从此老去，生命圆满
辽宁,她会分享她的零食给我 会抢我手里的食物 学着我的样子 感觉自己仿佛回到了童年 又走一遍人生 因为有了她们 生活有意义 有奔头
浙江,没有父母，你们还能在这讨论这些问题？这个话题就是没意思的问题
广东,很爱我女儿，超爱她[比心]。有她真的很幸福[比心]
四川,上一辈好多父母就是那种索取的，虽然他们会说我不要你回报，但是他们什么花了钱都会跟你说，没明让你给钱，但是常常开玩笑的说你该给我多少多少钱，然后你生气说他们功利后他们会说我是开玩笑的，……
安徽,转手就分享给我妈[看]
内蒙古,[捂脸][捂脸][捂脸]
北京,生孩子最大的作用是排遣日复一日的无聊，因为孩子每天都不一样。养老倒是没啥作用，每一代人都有自己要忙的事情
上海,我们不用担心因为有男的女的会生[比心]
陕西,我也是这么认为的
山东,"生孩子为了让父母踏实让父母开心
父母内代人嘴上说是生不生孩子结不结婚随你，但你结婚你生孩子他们更开心
孩子生下来我很负责照顾他，也很理性地思考过，如果我的孩子长大他同性恋也好，不结婚也好，不生孩子也好，只要他开心，我当家长发自肺腑替他开心
传宗接代是不是也属于一种道德绑架呢？"
浙江,并没有[捂脸]但是他给我希望
山东,孩子他爸是小时候刷抖音 长大说你养我
广东,没当过父母的还没当过子女么？你觉你的自己有啥用
北京,没什么卵用[捂脸]就是玩！生俩陪着我俩玩[捂脸]
山东,孩子会让我们重新回到童年
四川,为了老了的时候在养老院不被护工打，不被喂粑粑
河南,人生有起有落，有很多失去方向失去动力的时候，当你有了娃，娃就是给你方向给你动力的唯一东西，再直接一点，他/她是你摆脱不了的责任，这个责任能让你生病了很快好起来，让你再难也能坚持下来，让你无所畏惧！
浙江,我也不知道有啥用。经历怀孕的辛苦，生孩子的痛苦，养孩子的劳苦。但是还是无怨无悔，心甘情愿。就是爱他们，愿意为他们贡献一切。没想过从他们身上图什么，只希望他们平平安安健健康康过完一生。
江苏,不管他如何选择，我都会尊重
河北,屁用没有
黑龙江,我是独生子女！我老婆有妹妹，她说俩娃以后是个伴儿！[捂脸]我俩因为要不要老二的问题吵了一架！她给我揍了我也没妥协她后来就再也没提过，过了几个月！她去医院还特意检查了一下恢复的好不好！当天晚上，她把我按在床上的[流泪]说这事我还用跟你商量？四维说是儿子！全家都高兴爷爷辈儿直接就开始砸钱、男孩6万女孩5万！他们还重男轻女[石化]怀老大的时候就说让我们要老二男孩女孩都行吗不是[冷漠]我真是栓Q啊[流泪]
江苏,我顶不住了 [舔屏]但我哈哈希望我的子女不婚不育
湖北,通透的不能再通透
山东,推给我干嘛？推给我婆婆[调皮]
山西,可是我拒绝不了一个可爱的孩子
北京,不用养老？等你需要子女帮忙的时候还会说这样的话吗？
广东,今天她2岁了，祝她生日快乐！回顾这两年，无论我凶她多少次，一伸手还是会到我怀里的小人，我尽可能收起成年人的坏情绪，陪她快乐成长，毕竟她是我爱她剩过爱自己的人！
湖北,看着开心我也觉得开心
北京,给一成不变的生活增添偶然性
广东,能增加情绪起伏的乐趣…..[流泪]
广东,他是多么的可爱
广东,蚂蚁有什么用，蟑螂有啥用，不能吃的毒菇有卵用…
广东,太对了
江苏,孩子带来的快乐是多少钱买不到的
天津,评论区急眼的是不是破防了 怕女生不给你们传宗接代了？
江苏,两个家庭只生一个孩子，二合一，所以人会越来越少，至少生两个才不会减少，但是我不想再经历一遍
IP未知,又是文人和有钱人的鸡汤
江苏,没有啥作用 这本来就是一件幸福又辛苦 百分百投入0⃣️收入的事情 但是我爱他 愿意为他付出我的一切 只要他快乐健康就行了[感谢]
浙江,如果一个人从小有被原生家庭影响，或者生在一个缺爱的家庭。那么这部分人就会知道，如果不能给孩子一个好一点的成长环境，那就不结婚或者不生。
安徽,生了孩子就多了一个小迷弟，每次都会说妈妈穿裙子真好看，妈妈化妆好看，妈妈做饭好吃，总之在他那里你什么都好，我也夸他为什么长那么帅[呲牙][呲牙]
浙江,想起孩子叫着爸爸，我的眼泪都快湿润，他这辈子要开开心心。不求大富大贵，只要他健康
浙江,我点赞这条，不是因为我想生孩子，是因为看了你这条，我感恩我的父母。跟你说的一摸一样
安徽,弥补自己的童年[捂脸]
新疆,我要说可爱你相信吗
浙江,喜欢孩子的多生，不喜欢的不生。条件好的多生，条件差的不要生。人都是第一次当人，不违背法律道德的大前提下都是自由的。尽情享受自己的人生
贵州,孩子是爱的延续，是你一生的爱。有了小孩，在她身上可以看到小时候的自己。所以，孩子真的好
河北,不生？怎么证明你有用呢？
海南,[赞][赞][赞]
江西,一直都是这样想的 盖吃吃该喝喝该玩玩 从结婚到现在没存过一分钱 全部嚯嚯了 我很开心啊
安徽,我自己的话如果让我选我还是想要现在的儿子，给我和他爸带来很多快乐和惊喜，给家人也带来很多不一样的感觉，我有因为他的存在而由衷的感受到快乐
广西,这个奶奶看的很通透[猪头][赞]
安徽,大概生孩子就是为了这个幸福的瞬间～
江西,现在的父母都是反着来的
吉林,孩子治愈了我
安徽,我感觉孩子是这个世界上最纯洁可爱的   不管打她还是骂她还是要让你抱抱
四川,可这个世界并不美丽
江西,毒鸡汤
浙江,生出来给你养老赚钱呗
湖北,小时候不给爱，长大了不给自由这是什么亲子关系
浙江,孩子就是个粘合剂，把父母粘在一起，心往一处想，劲往一处使
海南,有了孩子 生活有奔头  结婚生子  什么年纪做什么事 感觉人生很有意义
山东,看到娃就有莫名其妙的开心，可能是他脸上有我的样子
陕西,生孩子不是为了养老，不是为了传宗接代，而是为了我的人生更有意义，我不是孩子的人生路上的操控者，我只是他的引导者，他使我的人生更完美，我使他的人生更充实，这也许就是生孩子的意义
安徽,我作为一个三岁女孩的父亲，告诉你！生了孩子，会治愈你的情绪，你在要暴走，崩溃时，想到她！你会冷静下来，打不到你的，终归让你更强大！你可能是平凡得一人，然后她也很平凡，可能也是韭菜，可是在一起的这些年，你是她全部，他是你的全部！
江西,如果我没有小孩，我立马辞职，真不想上班，天天就是上班，感觉生命没有意义。
河北,我儿子7岁吃鸡已经匹配到大人了，还开车带着他们进圈[看]我看着都想笑
云南,只要他健康快乐的成长[爱心]
江西,今天我妈告诉我，他们辛苦赚的钱，要多生孩子来继承。我心想我妈的理论很搞笑。还好我不太赚钱，所以我不需要生那么多孩子。
江苏,自己选择吧，小孩没有选择权！最怕本就雪上加霜的家庭还要生好多小孩，一点也不负责，带小孩来这世界吃一世的苦难，根本没法改变命运
吉林,[比心][比心][比心]
广西,我爱我
山西,爱自己的100种方式
江苏,不管怎样，一个孩子还是要有的，不论男孩女孩都行
安徽,平淡生活给予陪伴，和爱
广东,放的背景声音很少，难道只有我手机有问题[泣不成声]
北京,意思就是我现在翅膀硬了用不到你们了，有点自觉性，别碍事
安徽,我爱她，我没想过让她回报我，我感谢她陪我成长，这一生能陪她长大想想我都觉得日子有盼头
IP未知,但是我们的父母是，童年拿我们撒气，我们长大了又开始离不开。。。
山西,给资本家提供廉价劳动力！[灵机一动][灵机一动][灵机一动][灵机一动]
广东,没有孩子之前永远体会不到父母的辛苦。有了孩子以后才知道他们付出了多少。以后不知道会怎样，但是孩子们童年的时光足以治愈我一生。
甘肃,我儿子就是治愈我一切的动力[偷笑]加油
上海,讲真的累了一天回家看见自己3岁的宝宝跟老婆一下子就觉得不累了。
浙江,吃不完的东西有人吃了[泪奔]不好意思玩又想玩的也有借口玩了
甘肃,离异有个娃，现在过的可开心了
云南,对格局打开。
江苏,让她给我公公婆婆洗洗脑[看]
河南,还是那句老话：找你妈去[看]
广东,觉得是给我和我老公的礼物[求抱抱][图片表情]
广东,请不要夹杂龙应台的诗好吗？
北京,我就想问问：这任务到底是谁给下的？
福建,孩子，就是证明世界上出现过你！上个月在老家，隔壁阿祖辈的阿婆，让我问他小儿子要不要回家吃饭，那天是一个老祖祭日（死于光绪5年）100多年了，那时候感觉其实生孩子，以后有人怀念，虽然不知道你曾经做过什么
山东,我是给儿子女儿打工的[泪奔]
新疆,为什么我觉得生了孩子后，我觉得太累了，再也没有以前快乐了，可能我是一位不合格的妈妈[流泪][流泪]
重庆,不该结婚更不该生孩子
贵州,首先，是你或者的是这个世界是美丽的
山东,怎么让我爸妈看见[流泪][流泪]
江苏,我也是这么跟我妈说的，我妈说请人哪有自家人照顾的好，可是[微笑]我那些姨还有舅，个顶个垃圾[微笑][微笑]还不如请的阿姨
浙江,别想的太多，当一个养成游戏就行[泣不成声]
江西,啊对对对，没有孩子早离婚了。别结婚别生娃
福建,人生本没有意义，只有别人觉得你重要有价值了就变得有意义
新疆,对社会可能有用……[抠鼻][抠鼻]任凭你说的天花乱坠，也只是在遮掩实际生孩子养孩子的消耗和牺牲好吧[抠鼻][抠鼻][抠鼻]……刚看到一个说法，如果生孩子是我的义务，那么请社会担负起生养责任！！如果生孩子是我的权利，那么请你们闭嘴！！！
内蒙古,生孩子前我可以碌碌无为无所事事，但自从有了孩子我有了更强大的责任感，不仅自己要变优秀也要给孩子一个好榜样！
浙江,心境不一样，无法表达，生过孩子的都懂，我现在就是心甘情愿付出我的一切[泪奔]没生之前我不理解那些整天聊娃的人，不理解整天晒娃的人，不理解那些娃明明不好看父母还觉得好看的人，不理解那些从来不买稍微贵点的护肤品的人[泪奔]现在我的雅诗兰黛面霜续不起了，红腰子精华，cpb隔离等都慢慢在找平替了，但我不觉得委屈，大概就是这样，没生孩子之前我也不会在这评论，说是评论主要为了晒娃，我就是觉得他好可爱[泣不成声]
陕西,我觉的，不是为了什么，而是有他们给我带来了活着的意义，给我面对一切的勇气，可以给我带来欢乐这就够了，不指望他们多优秀，只希望他们能顺利健康，他们让我知道原来世界上真的有无私奉献和不求回报的爱。这就够了……
上海,生孩子你会发现原来还可以如此被深爱，如此被需要，你打他骂他，他依然会求抱抱
四川,健康快乐就好
